"476","2016-01-14 09:00:00","2016-01-14 15:00:00"
"477","2016-01-29 13:00:00","2016-02-01 13:00:00"
"478","2016-01-11 07:30:00","2016-01-11 12:00:00"
"479","2016-01-12 10:00:00","2016-01-14 09:00:00"
"480","2016-01-11 13:00:00","2016-01-11 15:00:00"
"481","2016-01-15 11:18:00","2016-01-18 10:19:00"
"483","2016-01-18 11:00:00","2016-01-19 15:00:00"
"484","2016-01-22 13:00:00","2016-01-25 10:00:00"
"485","2016-02-05 09:00:00","2016-02-05 13:00:00"
"486","2016-01-20 08:00:00","2016-01-20 15:00:00"
"487","2016-02-05 13:00:00","2016-02-08 10:00:00"
"488","2016-01-28 12:00:00","2016-01-28 14:00:00"
"489","2016-01-27 09:00:00","2016-01-27 13:00:00"
"490","2016-02-04 08:00:00","2016-02-04 15:00:00"
"491","2016-04-28 12:00:00","2016-05-02 12:00:00"
"493","2016-02-11 15:00:00","2016-02-12 10:00:00"
"494","2016-02-11 12:00:00","2016-02-11 15:00:00"
"495","2016-02-18 16:00:00","2016-02-29 10:00:00"
"497","2016-02-15 12:00:00","2016-02-15 16:00:00"
"498","2016-04-01 12:00:00","2016-04-04 11:00:00"
"499","2016-02-29 10:00:00","2016-03-04 17:00:00"
"500","2016-03-04 17:00:00","2016-03-14 17:00:00"
"501","2016-02-16 09:00:00","2016-02-18 16:00:00"
"503","2016-03-18 09:00:00","2016-03-18 19:00:00"
"504","2016-02-22 00:00:00","2016-02-29 00:00:00"
"505","2016-03-07 00:00:00","2016-03-14 00:00:00"
"507","2016-03-17 09:00:00","2016-03-17 19:00:00"
"508","2016-03-15 12:00:00","2016-03-15 19:00:00"
"509","2016-03-14 17:00:00","2016-03-15 12:00:00"
"510","2016-03-16 12:30:00","2016-03-16 14:00:00"
"511","2016-03-16 16:00:00","2016-03-17 09:00:00"
"512","2016-05-05 17:00:00","2016-05-09 09:00:00"
"513","2016-03-22 15:00:00","2016-03-23 11:00:00"
"514","2016-03-24 09:05:00","2016-03-24 17:00:00"
"515","2016-03-30 09:00:00","2016-03-31 19:00:00"
"516","2016-03-23 14:00:00","2016-03-23 17:00:00"
"517","2016-03-29 09:00:00","2016-03-29 17:00:00"
"518","2016-04-15 17:00:00","2016-04-17 09:00:00"
"522","2016-04-05 12:00:00","2016-04-07 12:00:00"
"523","2016-04-07 14:00:00","2016-04-11 12:00:00"
"524","2016-04-12 13:00:00","2016-04-13 12:00:00"
"525","2016-04-11 12:00:00","2016-04-11 17:00:00"
"526","2016-04-13 12:00:00","2016-04-13 17:00:00"
"527","2016-05-09 16:30:00","2016-05-11 16:30:00"
"528","2016-04-14 12:00:00","2016-04-15 12:00:00"
"529","2016-04-11 17:00:00","2016-04-12 12:00:00"
"533","2016-04-20 14:00:00","2016-04-20 17:00:00"
"534","2016-05-02 12:00:00","2016-05-05 17:00:00"
"535","2016-05-25 17:00:00","2016-05-27 17:00:00"
"536","2016-05-27 17:00:00","2016-05-30 18:30:00"
"537","2016-04-25 15:00:00","2016-04-25 17:00:00"
"538","2016-06-07 16:00:00","2016-06-09 15:00:00"
"539","2016-04-19 14:00:00","2016-04-19 16:00:00"
"540","2016-06-03 16:45:00","2016-06-06 12:00:00"
"542","2016-04-22 12:00:00","2016-04-22 16:00:00"
"543","2016-04-25 17:00:00","2016-04-28 12:00:00"
"545","2016-05-12 12:02:00","2016-05-13 17:00:00"
"547","2016-05-19 17:00:00","2016-05-20 17:00:00"
"548","2016-05-20 17:00:00","2016-05-23 12:00:00"
"550","2016-05-11 17:00:00","2016-05-12 12:00:00"
"551","2016-05-17 16:00:00","2016-05-18 16:00:00"
"552","2016-05-19 12:00:00","2016-05-19 15:00:00"
"553","2016-05-13 17:00:00","2016-05-17 12:00:00"
"554","2016-05-17 12:00:00","2016-05-17 16:00:00"
"555","2016-05-23 12:00:00","2016-05-24 17:00:00"
"556","2016-05-18 16:00:00","2016-05-19 12:00:00"
"558","2016-05-31 12:00:00","2016-06-01 12:00:00"
"559","2016-08-26 12:00:00","2016-08-29 12:00:00"
"560","2016-05-24 17:00:00","2016-05-25 12:00:00"
"561","2016-06-02 09:00:00","2016-06-02 17:00:00"
"562","2016-06-28 13:30:00","2016-06-28 18:00:00"
"563","2016-06-01 12:00:00","2016-06-01 17:00:00"
"564","2016-06-02 17:00:00","2016-06-03 16:00:00"
"566","2016-06-21 08:00:00","2016-06-21 12:00:00"
"568","2016-06-07 11:00:00","2016-06-07 15:00:00"
"570","2016-06-09 15:00:00","2016-06-10 12:00:00"
"571","2016-06-15 13:00:00","2016-06-16 10:00:00"
"572","2016-06-15 09:20:00","2016-06-15 12:30:00"
"573","2016-06-16 12:30:00","2016-06-16 15:45:00"
"577","2016-06-16 17:30:00","2016-06-17 13:00:00"
"578","2016-07-29 07:00:00","2016-08-06 18:00:00"
"579","2016-06-29 09:00:00","2016-06-29 17:00:00"
"580","2016-06-17 13:00:00","2016-06-17 17:00:00"
"581","2016-06-30 16:00:00","2016-07-02 12:00:00"
"582","2016-06-17 17:00:00","2016-06-18 12:00:00"
"583","2016-06-20 13:00:00","2016-06-21 08:00:00"
"585","2016-06-27 14:00:00","2016-06-27 18:00:00"
"587","2016-06-21 12:00:00","2016-06-22 09:00:00"
"588","2016-06-22 12:00:00","2016-06-23 09:00:00"
"589","2016-06-25 09:00:00","2016-06-25 12:00:00"
"590","2016-06-28 10:00:00","2016-06-28 11:00:00"
"591","2016-06-23 13:00:00","2016-06-23 16:00:00"
"592","2016-06-28 11:00:00","2016-06-28 13:30:00"
"593","2016-06-24 14:00:00","2016-06-24 17:00:00"
"594","2016-06-23 18:00:00","2016-06-24 12:14:00"
"596","2016-06-27 13:00:00","2016-06-27 14:00:00"
"598","2016-06-30 12:00:00","2016-06-30 16:00:00"
"600","2016-06-30 08:00:00","2016-06-30 12:00:00"
"601","2016-06-29 17:00:00","2016-06-30 08:00:00"
"603","2016-07-04 15:00:00","2016-07-04 17:00:00"
"604","2016-07-04 08:00:00","2016-07-04 11:00:00"
"605","2016-07-05 09:00:00","2016-07-05 13:00:00"
"607","2016-07-05 16:00:00","2016-07-05 18:00:00"
"608","2016-07-06 15:00:00","2016-07-07 08:00:00"
"609","2016-07-07 09:00:00","2016-07-07 13:00:00"
"610","2016-07-09 10:00:00","2016-07-09 12:00:00"
"611","2016-07-07 13:00:00","2016-07-07 17:00:00"
"612","2016-07-08 08:00:00","2016-07-08 10:00:00"
"613","2016-07-08 10:00:00","2016-07-08 13:00:00"
"615","2016-09-09 12:00:00","2016-09-12 10:00:00"
"616","2016-07-11 14:00:00","2016-07-12 08:00:00"
"617","2016-07-12 10:00:00","2016-07-12 15:00:00"
"618","2016-07-13 14:00:00","2016-07-13 18:00:00"
"621","2016-07-15 12:00:00","2016-07-16 12:00:00"
"622","2016-07-16 12:00:00","2016-07-18 08:00:00"
"623","2016-07-20 09:00:00","2016-07-20 17:00:00"
"625","2016-07-21 17:00:00","2016-07-22 14:00:00"
"626","2016-07-21 10:00:00","2016-07-21 16:00:00"
"627","2016-07-20 17:00:00","2016-07-21 07:30:00"
"629","2016-07-27 09:05:00","2016-07-28 16:00:00"
"630","2016-08-08 08:00:00","2016-08-08 16:00:00"
"633","2016-07-28 16:30:00","2016-07-28 18:00:00"
"635","2016-08-17 12:00:00","2016-08-17 16:00:00"
"636","2016-09-02 15:00:00","2016-09-05 12:00:00"
"637","2016-08-10 11:00:00","2016-08-10 14:00:00"
"641","2016-08-11 08:00:00","2016-08-12 15:00:00"
"642","2016-08-18 14:00:00","2016-08-19 15:30:00"
"649","2016-08-24 08:00:00","2016-08-25 08:00:00"
"650","2016-08-16 11:00:00","2016-08-16 14:00:00"
"651","2016-08-25 08:00:00","2016-08-26 11:00:00"
"652","2016-08-30 08:00:00","2016-09-01 08:00:00"
"653","2016-08-17 10:00:00","2016-08-17 12:00:00"
"654","2016-08-19 15:30:00","2016-08-22 10:00:00"
"655","2016-09-30 15:00:00","2016-10-03 08:00:00"
"657","2016-09-01 10:00:00","2016-09-02 14:00:00"
"658","2016-08-23 16:00:00","2016-08-24 07:45:00"
"659","2016-08-29 12:00:00","2016-08-29 16:00:00"
"660","2016-09-07 12:00:00","2016-09-08 10:00:00"
"662","2016-08-29 16:00:00","2016-08-30 08:00:00"
"663","2016-09-05 12:00:00","2016-09-06 08:00:00"
"664","2016-09-06 08:00:00","2016-09-07 12:00:00"
"665","2016-09-16 15:00:00","2016-09-19 08:00:00"
"666","2016-09-12 13:00:00","2016-09-12 16:00:00"
"668","2016-09-08 16:00:00","2016-09-09 09:00:00"
"669","2016-09-08 13:00:00","2016-09-08 16:00:00"
"672","2016-09-15 10:00:00","2016-09-15 16:00:00"
"673","2016-09-19 16:00:00","2016-09-20 16:00:00"
"674","2016-09-14 09:00:00","2016-09-14 10:00:00"
"675","2016-09-23 07:30:00","2016-09-23 15:30:00"
"676","2016-09-26 07:30:00","2016-09-26 12:00:00"
"677","2016-09-21 10:00:00","2016-09-21 14:00:00"
"678","2016-09-28 09:00:00","2016-09-29 16:00:00"
"679","2016-09-26 16:00:00","2016-09-27 10:00:00"
"680","2016-09-27 11:30:00","2016-09-27 15:00:00"
"681","2016-10-03 08:00:00","2016-10-03 15:00:00"
"682","2016-09-29 16:00:00","2016-09-30 15:00:00"
"683","2016-10-05 10:00:00","2016-10-05 16:00:00"
"684","2016-10-07 15:00:00","2016-10-10 09:00:00"
"686","2016-10-14 13:00:00","2016-10-17 08:00:00"
"687","2016-10-04 12:30:00","2016-10-04 16:00:00"
"688","2016-10-12 07:30:00","2016-10-13 16:00:00"
